tweet,sentiment_label
RT @amitmalviya: Look at this maths genius - rape every 15 min translates to approx 35,000 rapes a year, which is closer to all India figur…,Neutral
RT @amitmalviya: Look at this maths genius - rape every 15 min translates to approx 35,000 rapes a year, which is closer to all India figur…,Neutral
RT @amitmalviya: Look at this maths genius - rape every 15 min translates to approx 35,000 rapes a year, which is closer to all India figur…,Neutral
RT @ZeeNews: MEA says @RahulGandhi did not apply for Mansarovar yatra; Congress remains mum.

https://t.co/ZbPjfKjFGQ https://t.co/pUBSmGS4…,Neutral
RT @amitmalviya: Look at this maths genius - rape every 15 min translates to approx 35,000 rapes a year, which is closer to all India figur…,Neutral
RT @amitmalviya: Look at this maths genius - rape every 15 min translates to approx 35,000 rapes a year, which is closer to all India figur…,Neutral
RT @postcard_news: Rahul Gandhi lied once again to fool Hindus? RaGa said he wants to go on Mansarovar Yatra and has applied for it, but th…,Positive
RT @zainabsikander: This is the level of discourse that @sambitswaraj has resorted to. Shouting down a spokesperson of the opposition by sa…,Neagtive
RT @amitmalviya: Vijay Mallya and Rahul Gandhi join hands to fight black money? This is rich given one is a fugitive and the other an accus…,Positive
RT @WithCongress: मंदसौर गैंगरेप: राहुल बोले- बच्चों की सुरक्षा के लिए सब आएं साथ, सिंधिया ने की CBI जांच की मांग #JusticeForMandsaurGirl…,Neutral
RT @theskindoctor13: In bollywood movies, they cast less pretty girls as heroine's friends so that the heroine looks more pretty on screen.…,Positive
RT @amitmalviya: Look at this maths genius - rape every 15 min translates to approx 35,000 rapes a year, which is closer to all India figur…,Neutral
RT @amitmalviya: Look at this maths genius - rape every 15 min translates to approx 35,000 rapes a year, which is closer to all India figur…,Neutral
RT @PainoliD: मंदसौर रेप केस:

 राहुल गांधी का ट्वीट, बच्चियों की सुरक्षा के लिए एकजुट हो देश

#JusticeForMandsaurGirl

@RahulGandhi
https:…,Neutral
RT @amitmalviya: Look at this maths genius - rape every 15 min translates to approx 35,000 rapes a year, which is closer to all India figur…,Neutral
RT @burnolwalli: Now who is spreading the rumours that Rahul gandhi is organising a candle march tonight 
#Mandsaur 
#MandsaurMeinAdharm…,Neutral
RT @Ra_Bies: Rahul Gandhi can’t draw a bigger line so people like Priyanka Chaturvedi keep drawling smaller lines around Rahul’s,Neutral
RT @Ra_Bies: Rahul Gandhi can’t draw a bigger line so people like Priyanka Chaturvedi keep drawling smaller lines around Rahul’s,Neutral
RT @aajtak: राहुल गांधी युवा नहीं रहे, जल्‍द से जल्‍द इनकी शादी की जाए: साध्‍वी प्राची
https://t.co/7mVZ1WncTK,Neutral
RT @amitmalviya: Look at this maths genius - rape every 15 min translates to approx 35,000 rapes a year, which is closer to all India figur…,Neutral
@aajtak I urge Sadhvi if she is vergin to marry @RahulGandhi for rest of the life .If she can enjoy her life alone… https://t.co/6ppfEOBvnC,Positive
RT @htTweets: The brutality sickens me, nation must unite to protect children: @RahulGandhi on Mandsaur gangrape https://t.co/EKlNFv0Wwk ht…,Neutral
RT @BJP4India: While AAP &amp; Congress President Rahul Gandhi are misleading the public of Delhi regarding Delhi govt's decision to cut trees…,Neutral
RT @Ra_Bies: Rahul Gandhi can’t draw a bigger line so people like Priyanka Chaturvedi keep drawling smaller lines around Rahul’s,Neutral
RT @amitmalviya: Look at this maths genius - rape every 15 min translates to approx 35,000 rapes a year, which is closer to all India figur…,Neutral
RT @abpnewstv: In Mandsaur, MP, an 8-year-old girl was kidnapped and gang raped, and is battling for her life. The brutality this young chi…,Positive
RT @DilipRotwara: I appreciate this brother where the hell our bollywood is ? Where is our young leader Rahul gandhi lost ? Why our so call…,Positive
RT @imPk_MODIfied: @RahulGandhi Rahul Gandhi
#Pidis
Luytens Gang Journos
Crooks 
Barkha
Sagarika
Nidhi
Shehla
Ravish
Rajdeep
Swara
Sonam

M…,Neutral
RT @Ra_Bies: Rahul Gandhi can’t draw a bigger line so people like Priyanka Chaturvedi keep drawling smaller lines around Rahul’s,Neutral
RT @Shehzad_Ind: All Rahul Gandhi supporters aka Pidis must treat it as such 🙏🙏 

Vaise aapke Netaji ne Bhukamp ki nakli warning di to thi!…,Neutral
RT @HaramiParindey: Best comedian in history? 

14. One 
13. can't 
12. rank 
11. them
10. because
9. each 
8. Comedian
7.  is
6. unique
5.…,Positive
RT @IndiaToday: "The brutality this young child was subjected to sickens me. As a nation, we must come together to protect our children and…,Positive
RT @NATRAJSHETTY: Dr @Swamy39 tracked down Sonia Gandhi's foreign bank account to Sarasin bank in Geneva &amp; Rahul Gandhi's to Pictet bank in…,Neagtive
Rahul Gandhi lied once again to fool Hindus?

RaGa said he wants to go on Mansarovar Yatra and has applied for it,… https://t.co/TzTATvFhWX,Positive
RT @amitmalviya: Look at this maths genius - rape every 15 min translates to approx 35,000 rapes a year, which is closer to all India figur…,Neutral
RT @Kavita_M57: One nation one idiot : Rahul Gandhi

One Nation one Nautanki : Kejriwal

One Nation One anti-National  : Sonia Gandhi

One…,Neagtive
@abpnewshindi @NitishKumar @yadavtejashwi @HardikPatel_ Tera ghar kahase chalta hai? Koi fix income hai? Ya Rahul Gandhi se fund ata hai,Neutral
RT @amitmalviya: Look at this maths genius - rape every 15 min translates to approx 35,000 rapes a year, which is closer to all India figur…,Neutral
Rahul Gandhi can’t draw a bigger line so people like Priyanka Chaturvedi keep drawling smaller lines around Rahul’s,Neutral
RT @amitmalviya: Look at this maths genius - rape every 15 min translates to approx 35,000 rapes a year, which is closer to all India figur…,Neutral
RT @mohanguruswamy: This is the RSS sanskriti on show.

ALL their spokespersons are not only loud and foul mouthed but truly ignorant.... h…,Positive
RT @amitmalviya: Vijay Mallya and Rahul Gandhi join hands to fight black money? This is rich given one is a fugitive and the other an accus…,Positive
RT @mvmeet: Modi is really lucky
After being CM for 13 yrs, became MP &amp; immediately became PM

:-Mallikarjun Kharge

Rahul Gandhi is 1000 t…,Positive
RT @mmurthy4: Rahul Gandhi's MAHAGATBANDHAN goes TAI TAI FISH 🐠🐠🐠🐠🐠😂😂😂😂
With Sharad Pawar calling it "UNWORKABLE"😀😀😀😀 https://t.co/b1qddDaL…,Neutral
RT @Shehzad_Ind: New Formula in Rahul Gandhi's Cong:

Business partners of Gandhi-Vadra get PLUM POSTS 

Eg1)Sreenivasan Krishnan made AICC…,Positive
