tweet,sentiment_label
RT @ibrownlad: The Indian member of Parliament Shashi Tharoor is to speak at the Bradford Literature Festival on "what the British Empire d…,Neutral
RT @ibrownlad: The Indian member of Parliament Shashi Tharoor is to speak at the Bradford Literature Festival on "what the British Empire d…,Neutral
RT @the_mcquade: As Britain becomes the sort of 3rd-rate power that #Brexit entails, ordinary Britons must hope that #India will act toward…,Neagtive
RT @the_mcquade: As Britain becomes the sort of 3rd-rate power that #Brexit entails, ordinary Britons must hope that #India will act toward…,Neagtive
RT @the_mcquade: As Britain becomes the sort of 3rd-rate power that #Brexit entails, ordinary Britons must hope that #India will act toward…,Neagtive
RT @the_mcquade: As Britain becomes the sort of 3rd-rate power that #Brexit entails, ordinary Britons must hope that #India will act toward…,Neagtive
RT @ShashiTharoor: Why I dismiss the tag of "most dangerous pace in the world for women" as a sweeping &amp; inaccurate statement, while insist…,Neagtive
@Imamol97 Hmm. Ek aur page hai 'dialogue' karke, wo Shashi Tharoor ko PM banane par tula hai. 😁,Neutral
RT @the_mcquade: As Britain becomes the sort of 3rd-rate power that #Brexit entails, ordinary Britons must hope that #India will act toward…,Neagtive
RT @the_mcquade: As Britain becomes the sort of 3rd-rate power that #Brexit entails, ordinary Britons must hope that #India will act toward…,Neagtive
RT @the_mcquade: As Britain becomes the sort of 3rd-rate power that #Brexit entails, ordinary Britons must hope that #India will act toward…,Neagtive
RT @vibin1910: Everytime Kerala’s literacy goes below 100%, Shashi Tharoor sends out a tweet to maintain it at 100.,Neutral
RT @FilmHistoryPic: Shri Shashi Tharoor in a special appearance with Salman &amp; Aamir Khan, in ‘Andaz Apna Apna’ https://t.co/IKTdaoYdC1,Positive
@stasac01 @civilizedenggr @4wayoflife @deepsealioness Antha mundatha ellam masuru la kooda setthukarudhu illa.. Ath… https://t.co/oGBwWIcqYK,Neutral
@sardanarohit @aajtak Rahul Gandhi inc Shashi Tharoor ney jo Muslims 
Ko uksa rahey hain Apne
faydey ke liye
Sharam anee chahiye,Neutral
@ShefVaidya @IndiaPpk Shaneful act and what the hell is pappu inc and Shashi Tharoor the so called secularists have… https://t.co/v0b6J46hnb,Neutral
@digvijaya_28 diggi uncle, shashi tharoor style mein kaise main bahut saari ladkiyan pataun, kripa margdarhan kre,Positive
#BookReview by Shashi Tharoor | Cult of Killing Seems Entrenched in #Kannur Which Deserves the Sobriquet of 'India’… https://t.co/Py4APEWLpL,Neutral
@MissusPokerFace pehli line shashi tharoor pe hai aur doosri Rahul(pappu) khan pe,Neutral
RT @the_mcquade: Inglorious Empire: what the British did to #India, by Shashi Tharoor #BookReview https://t.co/fFh2NAH9Go via @wordpressdot…,Neutral
RT @ShashiTharoor: Why I dismiss the tag of "most dangerous pace in the world for women" as a sweeping &amp; inaccurate statement, while insist…,Neagtive
Aadha anxiety disorder to ye Libtards ka  'Shashi Tharoor type English'  padhke ho jata hai 😏,Neutral
yes shashi tharoo is absolutely right because Sunanda Pushkar is naked proof for statment made by SHahsi tharoor

N… https://t.co/80uYqgpClT,Positive
RT @vsarrulmozhy: Taking different route from his President, Shashi Tharoor dissmissed the survey that called India most dangerous country…,Neagtive
RT @raajkhosla: Delhi-NYC with Shashi Tharoor.
 Benefited hugely from his global perspective.
India is best served when Foreign policy is s…,Positive
Shashi Tharoor arrest hua?

Why politics only on Rape ?
Why Political Scoundrels given looooong rope?
Which BJP MP/… https://t.co/J8bO6JaMKF,Neagtive
RT @raajkhosla: Delhi-NYC with Shashi Tharoor.
 Benefited hugely from his global perspective.
India is best served when Foreign policy is s…,Positive
RT @raajkhosla: Delhi-NYC with Shashi Tharoor.
 Benefited hugely from his global perspective.
India is best served when Foreign policy is s…,Positive
RT @ShashiTharoor: Why I dismiss the tag of "most dangerous pace in the world for women" as a sweeping &amp; inaccurate statement, while insist…,Neagtive
RT @raajkhosla: Delhi-NYC with Shashi Tharoor.
 Benefited hugely from his global perspective.
India is best served when Foreign policy is s…,Positive
RT @raajkhosla: Delhi-NYC with Shashi Tharoor.
 Benefited hugely from his global perspective.
India is best served when Foreign policy is s…,Positive
RT @PenguinIndia: "The book offers a startling evocation of how deeply entrenched the blood-feuds have become." - @ShashiTharoor 
#Kannur @…,Neagtive
"The book offers a startling evocation of how deeply entrenched the blood-feuds have become." - @ShashiTharoor… https://t.co/IPEPaxcbig,Neagtive
RT @ShashiTharoor: Why I dismiss the tag of "most dangerous pace in the world for women" as a sweeping &amp; inaccurate statement, while insist…,Neagtive
@AunindyoC Thanks if you keep on improving my english in this way. One day may compete with Mr. Shashi Tharoor.,Positive
RT @ShashiTharoor: Why I dismiss the tag of "most dangerous pace in the world for women" as a sweeping &amp; inaccurate statement, while insist…,Neagtive
RT @ShashiTharoor: Why I dismiss the tag of "most dangerous pace in the world for women" as a sweeping &amp; inaccurate statement, while insist…,Neagtive
RT @ShashiTharoor: Why I dismiss the tag of "most dangerous pace in the world for women" as a sweeping &amp; inaccurate statement, while insist…,Neagtive
RT @ShashiTharoor: Why I dismiss the tag of "most dangerous pace in the world for women" as a sweeping &amp; inaccurate statement, while insist…,Neagtive
RT @raajkhosla: Delhi-NYC with Shashi Tharoor.
 Benefited hugely from his global perspective.
India is best served when Foreign policy is s…,Positive
RT @ShashiTharoor: Why I dismiss the tag of "most dangerous pace in the world for women" as a sweeping &amp; inaccurate statement, while insist…,Neagtive
RT @ShashiTharoor: Why I dismiss the tag of "most dangerous pace in the world for women" as a sweeping &amp; inaccurate statement, while insist…,Neagtive
@Babu_Bhaiyaa This should be seen in Shashi Tharoor logic. Liked this tweet and reply later when she has free time.,Positive
@rose_k01 @BDUTT Wow shashi tharoor ko takkar dene wali English.,Positive
RT @ShashiTharoor: Accounts of some of the discussion in NY this week: https://t.co/HugvgFD0DH
https://t.co/jxfAIRV3lC https://t.co/bAlQyJs…,Neutral
Hi, @HillaryClinton, I’m with you, but I’m not with Churchill. https://t.co/0BHXYm8gjC,Neutral
RT @raajkhosla: Delhi-NYC with Shashi Tharoor.
 Benefited hugely from his global perspective.
India is best served when Foreign policy is s…,Positive
@conspirator0 Don’t keep whitewashing Churchill. https://t.co/0BHXYm8gjC,Neutral
RT @raajkhosla: Delhi-NYC with Shashi Tharoor.
 Benefited hugely from his global perspective.
India is best served when Foreign policy is s…,Positive
‘India most dangerous for women’: Shashi Tharoor dismisses survey as 'sweeping statement' https://t.co/qpMe5S2ksM,Neagtive
RT @raajkhosla: Delhi-NYC with Shashi Tharoor.
 Benefited hugely from his global perspective.
India is best served when Foreign policy is s…,Positive
Taking different route from his President, Shashi Tharoor dissmissed the survey that called India most dangerous co… https://t.co/HSN9udeGxc,Neagtive
I liked a @YouTube video https://t.co/isqkTU5I4n Will Shashi Tharoor be able to survive the ultimate test????,Positive
RT @ShashiTharoor: Why I dismiss the tag of "most dangerous pace in the world for women" as a sweeping &amp; inaccurate statement, while insist…,Neagtive
@vinaysssg Bhai ye phli vali to mai bhi nhi maanta....I agree with Shashi Tharoor on this....Unsafe hai...Pta hai..… https://t.co/Yy7ZFiKXbv,Neutral
@Tara_Deshpande WhyIAmAHindu by Shashi Tharoor: The RSS chiefs in Savarkar/Golwalkar were pro Nazi ideology. Anybod… https://t.co/F83N5AKZfu,Neutral
RT @ShashiTharoor: Why I dismiss the tag of "most dangerous pace in the world for women" as a sweeping &amp; inaccurate statement, while insist…,Neagtive
Disagree with the HEADLINE !!
#misleading 
BJP'S  #CyberSena 
 started working  !!
@ShashiTharoor
@RahulGandhi… https://t.co/GmYbMV7Crs,Neutral
RT @ShashiTharoor: Why I dismiss the tag of "most dangerous pace in the world for women" as a sweeping &amp; inaccurate statement, while insist…,Neagtive
RT @ShashiTharoor: Accounts of some of the discussion in NY this week: https://t.co/HugvgFD0DH
https://t.co/jxfAIRV3lC https://t.co/bAlQyJs…,Neutral
RT @rose_k01: Tim Sebastian interviews Shashi Tharoor "You've a losing ticket in Rahul Gandhi &amp; a leadership facing a court case in Nationa…,Neutral
RT @Remesh2015: @SushmaSwaraj @IndianExpress @SushmaSwaraj Mam, Since you are not addressing my visa issue to UAE ,which i have malied to y…,Neutral
@VishakhCherian @Reuters @SimmiAhuja_ @kurup62 @geetv79 @JayasreeVijayan @ShashiTharoor @khushsundar @AnshumanSail… https://t.co/rjty1MiqAo,Neutral
RT @the_mcquade: As Britain becomes the sort of 3rd-rate power that #Brexit entails, ordinary Britons must hope that #India will act toward…,Neagtive
RT @gms_uki: @498anlr @htTweets @Manekagandhibjp @PMOIndia @Keyadas63 @standlikerock @Gameof498A @no1_mra @__mynf @InsaafNGO @ATMwithDick @…,Neutral
RT @ShashiTharoor: Why I dismiss the tag of "most dangerous pace in the world for women" as a sweeping &amp; inaccurate statement, while insist…,Neagtive
RT @the_mcquade: As Britain becomes the sort of 3rd-rate power that #Brexit entails, ordinary Britons must hope that #India will act toward…,Neagtive
RT @the_mcquade: As Britain becomes the sort of 3rd-rate power that #Brexit entails, ordinary Britons must hope that #India will act toward…,Neagtive
RT @ProSyn: What do India and Turkey have in common? More than you would think | @ShashiTharoor https://t.co/wMX6n4UVBm,Positive
RT @ShashiTharoor: Why I dismiss the tag of "most dangerous pace in the world for women" as a sweeping &amp; inaccurate statement, while insist…,Neagtive
Inglorious Empire: what the British did to #India, by Shashi Tharoor #BookReview https://t.co/fFh2NAH9Go via @wordpressdotcom,Neutral
RT @ShashiTharoor: Why I dismiss the tag of "most dangerous pace in the world for women" as a sweeping &amp; inaccurate statement, while insist…,Neagtive
RT @ShashiTharoor: Why I dismiss the tag of "most dangerous pace in the world for women" as a sweeping &amp; inaccurate statement, while insist…,Neagtive
@RealJamesWoods This Winston Churchill?

https://t.co/KcU04mZFpB,Neutral
RT @Ashish_Nagpur: @VishakhCherian @Reuters @SimmiAhuja_ @kurup62 @geetv79 @JayasreeVijayan @ShashiTharoor @khushsundar @AnshumanSail @Anis…,Neutral
RT @ShashiTharoor: Why I dismiss the tag of "most dangerous pace in the world for women" as a sweeping &amp; inaccurate statement, while insist…,Neagtive
RT @raajkhosla: Delhi-NYC with Shashi Tharoor.
 Benefited hugely from his global perspective.
India is best served when Foreign policy is s…,Positive
RT @ShashiTharoor: Why I dismiss the tag of "most dangerous pace in the world for women" as a sweeping &amp; inaccurate statement, while insist…,Neagtive
RT @ShashiTharoor: Why I dismiss the tag of "most dangerous pace in the world for women" as a sweeping &amp; inaccurate statement, while insist…,Neagtive
RT @ShashiTharoor: Why I dismiss the tag of "most dangerous pace in the world for women" as a sweeping &amp; inaccurate statement, while insist…,Neagtive
RT @ShashiTharoor: Why I dismiss the tag of "most dangerous pace in the world for women" as a sweeping &amp; inaccurate statement, while insist…,Neagtive
RT @i_theindian: @KartiPC @ManojMehtamm @timesofindia Everyone knows your case is nothing but political vendetta. Since #BJP can't show any…,Neutral
RT @ShashiTharoor: Why I dismiss the tag of "most dangerous pace in the world for women" as a sweeping &amp; inaccurate statement, while insist…,Neagtive
